m,n=100000,n=1000000,n=10000000
77300,1.700012944638729e-06,5.00003807246685e-07,4.00003045797348e-07
77400,3.7999125197529793e-06,5.00003807246685e-07,4.00003045797348e-07
77500,4.599918611347675e-06,5.00003807246685e-07,4.00003045797348e-07
77600,6.199930794537067e-06,6.00004568696022e-07,4.00003045797348e-07
77700,4.200031980872154e-06,1.300009898841381e-06,4.00003045797348e-07
77800,6.100046448409557e-06,5.00003807246685e-07,4.00003045797348e-07
77900,4.400033503770828e-06,5.00003807246685e-07,4.00003045797348e-07
78000,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
78100,1.500011421740055e-06,4.00003045797348e-07,4.00003045797348e-07
78200,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
78300,2.299901098012924e-06,5.00003807246685e-07,5.00003807246685e-07
78400,2.00001522898674e-06,6.00004568696022e-07,5.00003807246685e-07
78500,1.6998965293169022e-06,6.00004568696022e-07,4.00003045797348e-07
78600,3.8000289350748062e-06,5.00003807246685e-07,4.00003045797348e-07
78700,3.900029696524143e-06,6.00004568696022e-07,5.00003807246685e-07
78800,2.200016751885414e-06,4.998873919248581e-07,5.00003807246685e-07
78900,3.300025127828121e-06,6.00004568696022e-07,5.00003807246685e-07
79000,1.800013706088066e-06,6.00004568696022e-07,4.00003045797348e-07
79100,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
79200,1.800013706088066e-06,5.00003807246685e-07,4.00003045797348e-07
79300,3.8000289350748062e-06,6.00004568696022e-07,4.998873919248581e-07
79400,2.00001522898674e-06,6.00004568696022e-07,5.00003807246685e-07
79500,3.5999109968543053e-06,5.00003807246685e-07,4.00003045797348e-07
79600,2.700020559132099e-06,3.00002284348011e-07,3.00002284348011e-07
79700,2.700020559132099e-06,5.00003807246685e-07,6.00004568696022e-07
79800,3.500026650726795e-06,3.00002284348011e-07,4.00003045797348e-07
79900,3.400025889277458e-06,8.00006091594696e-07,5.00003807246685e-07
80000,5.199923180043697e-06,1.800013706088066e-06,5.00003807246685e-07
80100,4.800036549568176e-06,8.00006091594696e-07,6.00004568696022e-07
80200,4.500034265220165e-06,6.00004568696022e-07,5.00003807246685e-07
80300,3.900029696524143e-06,7.00005330145359e-07,5.00003807246685e-07
80400,4.300032742321491e-06,8.00006091594696e-07,1.800013706088066e-06
80500,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
80600,2.0299921743571758e-05,9.00006853044033e-07,4.00003045797348e-07
80700,3.300025127828121e-06,5.00003807246685e-07,4.00003045797348e-07
80800,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
80900,3.100023604929447e-06,6.00004568696022e-07,4.00003045797348e-07
81000,3.900029696524143e-06,5.00003807246685e-07,5.00003807246685e-07
81100,5.600042641162872e-06,5.00003807246685e-07,4.00003045797348e-07
81200,3.200024366378784e-06,6.00004568696022e-07,5.00003807246685e-07
81300,2.300017513334751e-06,5.00003807246685e-07,5.00003807246685e-07
81400,4.700035788118839e-06,5.00003807246685e-07,4.00003045797348e-07
81500,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
81600,3.700028173625469e-06,5.00003807246685e-07,6.00004568696022e-07
81700,3.900029696524143e-06,5.00003807246685e-07,4.00003045797348e-07
81800,2.800021320581436e-06,8.00006091594696e-07,4.998873919248581e-07
81900,3.0999071896076202e-06,3.00002284348011e-07,3.00002284348011e-07
82000,2.100015990436077e-06,1.00000761449337e-06,4.00003045797348e-07
82100,3.900029696524143e-06,6.00004568696022e-07,4.00003045797348e-07
82200,3.600027412176132e-06,5.00003807246685e-07,4.00003045797348e-07
82300,3.5999109968543053e-06,5.00003807246685e-07,5.00003807246685e-07
82400,4.799920134246349e-06,5.00003807246685e-07,5.00003807246685e-07
82500,3.100023604929447e-06,5.00003807246685e-07,5.00003807246685e-07
82600,3.1999079510569572e-06,5.998881533741951e-07,6.00004568696022e-07
82700,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
82800,3.2999087125062943e-06,1.00000761449337e-06,3.00002284348011e-07
82900,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
83000,1.9000144675374031e-06,5.00003807246685e-07,5.00003807246685e-07
83100,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
83200,3.400025889277458e-06,6.00004568696022e-07,5.00003807246685e-07
83300,3.200024366378784e-06,4.00003045797348e-07,3.00002284348011e-07
83400,3.00002284348011e-06,3.00002284348011e-07,3.00002284348011e-07
83500,3.600027412176132e-06,6.00004568696022e-07,4.00003045797348e-07
83600,3.3999094739556313e-06,6.00004568696022e-07,4.00003045797348e-07
83700,4.200031980872154e-06,6.00004568696022e-07,1.00000761449337e-06
83800,1.700012944638729e-06,5.00003807246685e-07,4.00003045797348e-07
83900,1.400010660290718e-06,4.00003045797348e-07,4.00003045797348e-07
84000,1.400010660290718e-06,5.00003807246685e-07,5.00003807246685e-07
84100,1.500011421740055e-06,6.00004568696022e-07,5.00003807246685e-07
84200,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
84300,5.00003807246685e-06,3.500026650726795e-06,1.400010660290718e-06
84400,4.300032742321491e-06,6.00004568696022e-07,5.00003807246685e-07
84500,1.400010660290718e-06,4.00003045797348e-07,3.00002284348011e-07
84600,1.500011421740055e-06,6.00004568696022e-07,5.00003807246685e-07
84700,4.699919372797012e-06,1.400010660290718e-06,9.00006853044033e-07
84800,4.800036549568176e-06,6.00004568696022e-07,1.100008375942707e-06
84900,3.100023604929447e-06,4.998873919248581e-07,4.00003045797348e-07
85000,1.500011421740055e-06,6.00004568696022e-07,5.00003807246685e-07
85100,3.600027412176132e-06,5.00003807246685e-07,5.00003807246685e-07
85200,2.700020559132099e-06,6.00004568696022e-07,5.00003807246685e-07
85300,3.500026650726795e-06,5.00003807246685e-07,4.00003045797348e-07
85400,4.00003045797348e-06,5.00003807246685e-07,4.00003045797348e-07
85500,5.500041879713535e-06,8.00006091594696e-07,4.00003045797348e-07
85600,3.400025889277458e-06,5.00003807246685e-07,5.998881533741951e-07
85700,1.400010660290718e-06,4.00003045797348e-07,4.00003045797348e-07
85800,4.300032742321491e-06,6.00004568696022e-07,4.00003045797348e-07
85900,6.199930794537067e-06,1.300009898841381e-06,5.00003807246685e-07
86000,1.500011421740055e-06,3.00002284348011e-07,5.00003807246685e-07
86100,2.00001522898674e-06,1.00000761449337e-06,4.00003045797348e-07
86200,4.999921657145023e-06,1.00000761449337e-06,4.00003045797348e-07
86300,3.500026650726795e-06,6.00004568696022e-07,4.00003045797348e-07
86400,3.8000289350748062e-06,1.200009137392044e-06,6.00004568696022e-07
86500,2.800021320581436e-06,4.00003045797348e-07,2.998858690261841e-07
86600,4.600035026669502e-06,6.00004568696022e-07,5.00003807246685e-07
86700,1.700012944638729e-06,4.00003045797348e-07,3.00002284348011e-07
86800,4.599918611347675e-06,5.00003807246685e-07,5.00003807246685e-07
86900,3.500026650726795e-06,6.00004568696022e-07,4.00003045797348e-07
87000,4.300032742321491e-06,7.00005330145359e-07,5.00003807246685e-07
87100,2.700020559132099e-06,4.00003045797348e-07,3.00002284348011e-07
87200,3.300025127828121e-06,6.00004568696022e-07,6.00004568696022e-07
87300,2.8999056667089462e-06,5.00003807246685e-07,5.00003807246685e-07
87400,3.8000289350748062e-06,5.00003807246685e-07,3.00002284348011e-07
87500,2.800021320581436e-06,3.00002284348011e-07,3.00002284348011e-07
87600,2.200016751885414e-06,5.00003807246685e-07,5.00003807246685e-07
87700,1.700012944638729e-06,1.00000761449337e-06,3.00002284348011e-07
87800,1.7998972907662392e-06,6.00004568696022e-07,5.00003807246685e-07
87900,2.200016751885414e-06,6.00004568696022e-07,5.00003807246685e-07
88000,3.700028173625469e-06,8.00006091594696e-07,6.00004568696022e-07
88100,2.900022082030773e-06,6.00004568696022e-07,1.300009898841381e-06
88200,1.6998965293169022e-06,6.00004568696022e-07,1.100008375942707e-06
88300,1.400010660290718e-06,3.00002284348011e-07,3.00002284348011e-07
88400,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
88500,1.700012944638729e-06,6.00004568696022e-07,4.998873919248581e-07
88600,2.500019036233425e-06,6.00004568696022e-07,5.00003807246685e-07
88700,3.100023604929447e-06,6.00004568696022e-07,1.100008375942707e-06
88800,2.600019797682762e-06,5.00003807246685e-07,6.00004568696022e-07
88900,2.900022082030773e-06,4.00003045797348e-07,3.00002284348011e-07
89000,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
89100,1.500011421740055e-06,5.00003807246685e-07,5.00003807246685e-07
89200,1.5998957678675652e-06,4.998873919248581e-07,5.00003807246685e-07
89300,6.00004568696022e-06,5.00003807246685e-07,6.00004568696022e-07
89400,3.500026650726795e-06,5.00003807246685e-07,6.00004568696022e-07
89500,4.900037311017513e-06,5.00003807246685e-07,4.00003045797348e-07
89600,4.200031980872154e-06,5.00003807246685e-07,5.00003807246685e-07
89700,2.400018274784088e-06,4.998873919248581e-07,5.00003807246685e-07
89800,3.200024366378784e-06,6.00004568696022e-07,4.00003045797348e-07
89900,4.300032742321491e-06,6.00004568696022e-07,7.00005330145359e-07
90000,5.600042641162872e-06,5.00003807246685e-07,5.00003807246685e-07
90100,3.999914042651653e-06,5.00003807246685e-07,4.00003045797348e-07
90200,6.09993003308773e-06,7.00005330145359e-07,7.00005330145359e-07
90300,3.900029696524143e-06,1.300009898841381e-06,4.00003045797348e-07
90400,2.700020559132099e-06,5.00003807246685e-07,5.00003807246685e-07
90500,2.199900336563587e-06,6.00004568696022e-07,5.00003807246685e-07
90600,6.600050255656242e-06,5.00003807246685e-07,5.00003807246685e-07
90700,3.900029696524143e-06,5.00003807246685e-07,4.00003045797348e-07
90800,1.600012183189392e-06,5.00003807246685e-07,5.00003807246685e-07
90900,1.800013706088066e-06,5.00003807246685e-07,5.00003807246685e-07
91000,1.400010660290718e-06,5.00003807246685e-07,5.00003807246685e-07
91100,2.299901098012924e-06,6.00004568696022e-07,5.00003807246685e-07
91200,2.200016751885414e-06,1.00000761449337e-06,4.00003045797348e-07
91300,2.500019036233425e-06,6.00004568696022e-07,6.00004568696022e-07
91400,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
91500,3.700028173625469e-06,6.00004568696022e-07,1.00000761449337e-06
91600,2.00001522898674e-06,6.00004568696022e-07,6.00004568696022e-07
91700,1.400010660290718e-06,5.00003807246685e-07,5.00003807246685e-07
91800,1.700012944638729e-06,6.00004568696022e-07,5.00003807246685e-07
91900,1.500011421740055e-06,5.998881533741951e-07,4.00003045797348e-07
92000,1.500011421740055e-06,5.00003807246685e-07,5.00003807246685e-07
92100,1.600012183189392e-06,6.00004568696022e-07,5.00003807246685e-07
92200,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
92300,2.09989957511425e-06,5.00003807246685e-07,4.00003045797348e-07
92400,1.500011421740055e-06,6.00004568696022e-07,5.00003807246685e-07
92500,1.400010660290718e-06,5.00003807246685e-07,5.00003807246685e-07
92600,4.900037311017513e-06,4.00003045797348e-07,4.00003045797348e-07
92700,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
92800,1.9000144675374031e-06,5.00003807246685e-07,5.00003807246685e-07
92900,1.400010660290718e-06,3.00002284348011e-07,3.00002284348011e-07
93000,2.900022082030773e-06,7.00005330145359e-07,5.00003807246685e-07
93100,2.00001522898674e-06,6.00004568696022e-07,5.00003807246685e-07
93200,1.500011421740055e-06,5.998881533741951e-07,6.00004568696022e-07
93300,1.400010660290718e-06,6.00004568696022e-07,1.100008375942707e-06
93400,1.400010660290718e-06,5.00003807246685e-07,5.00003807246685e-07
93500,1.500011421740055e-06,6.00004568696022e-07,4.00003045797348e-07
93600,1.300009898841381e-06,4.00003045797348e-07,3.00002284348011e-07
93700,1.500011421740055e-06,5.00003807246685e-07,5.00003807246685e-07
93800,4.200031980872154e-06,4.00003045797348e-07,3.00002284348011e-07
93900,2.9999064281582832e-06,5.00003807246685e-07,4.00003045797348e-07
94000,1.600012183189392e-06,6.00004568696022e-07,5.00003807246685e-07
94100,2.599903382360935e-06,1.100008375942707e-06,4.00003045797348e-07
94200,5.09992241859436e-06,1.700012944638729e-06,4.00003045797348e-07
94300,4.100031219422817e-06,4.00003045797348e-07,4.00003045797348e-07
94400,4.00003045797348e-06,5.00003807246685e-07,5.00003807246685e-07
94500,2.900022082030773e-06,5.00003807246685e-07,4.00003045797348e-07
94600,4.300032742321491e-06,5.00003807246685e-07,4.00003045797348e-07
94700,2.300017513334751e-06,4.00003045797348e-07,4.00003045797348e-07
94800,2.499902620911598e-06,5.00003807246685e-07,5.00003807246685e-07
94900,2.00001522898674e-06,5.00003807246685e-07,5.00003807246685e-07
95000,3.00002284348011e-06,6.00004568696022e-07,5.00003807246685e-07
95100,2.199900336563587e-06,5.00003807246685e-07,4.00003045797348e-07
95200,3.400025889277458e-06,4.00003045797348e-07,3.00002284348011e-07
95300,2.6999041438102722e-06,5.00003807246685e-07,1.00000761449337e-06
95400,3.500026650726795e-06,6.00004568696022e-07,6.00004568696022e-07
95500,4.00003045797348e-06,6.00004568696022e-07,5.00003807246685e-07
95600,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
95700,1.200009137392044e-06,4.00003045797348e-07,3.00002284348011e-07
95800,4.400033503770828e-06,3.00002284348011e-07,3.00002284348011e-07
95900,1.700012944638729e-06,6.00004568696022e-07,5.00003807246685e-07
96000,2.200016751885414e-06,3.00002284348011e-07,3.00002284348011e-07
96100,5.09992241859436e-06,6.00004568696022e-07,5.00003807246685e-07
96200,3.00002284348011e-06,5.00003807246685e-07,5.00003807246685e-07
96300,2.200016751885414e-06,6.00004568696022e-07,5.00003807246685e-07
96400,1.8998980522155762e-06,5.00003807246685e-07,5.00003807246685e-07
96500,4.199915565550327e-06,5.00003807246685e-07,5.00003807246685e-07
96600,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
96700,2.700020559132099e-06,4.00003045797348e-07,3.00002284348011e-07
96800,2.700020559132099e-06,6.00004568696022e-07,4.00003045797348e-07
96900,1.700012944638729e-06,6.00004568696022e-07,4.00003045797348e-07
97000,2.100015990436077e-06,6.00004568696022e-07,5.00003807246685e-07
97100,1.600012183189392e-06,6.00004568696022e-07,4.00003045797348e-07
97200,1.800013706088066e-06,6.00004568696022e-07,5.00003807246685e-07
97300,1.700012944638729e-06,5.00003807246685e-07,5.00003807246685e-07
97400,1.700012944638729e-06,5.00003807246685e-07,5.00003807246685e-07
97500,1.700012944638729e-06,6.00004568696022e-07,5.00003807246685e-07
97600,2.199900336563587e-06,5.00003807246685e-07,4.00003045797348e-07
97700,2.400018274784088e-06,4.00003045797348e-07,3.00002284348011e-07
97800,3.3999094739556313e-06,5.00003807246685e-07,6.00004568696022e-07
97900,3.500026650726795e-06,4.00003045797348e-07,3.00002284348011e-07
98000,3.600027412176132e-06,5.00003807246685e-07,5.00003807246685e-07
98100,3.100023604929447e-06,5.00003807246685e-07,5.00003807246685e-07
98200,2.700020559132099e-06,3.00002284348011e-07,3.00002284348011e-07
98300,4.300032742321491e-06,6.00004568696022e-07,4.00003045797348e-07
98400,2.500019036233425e-06,5.00003807246685e-07,6.00004568696022e-07
98500,4.09991480410099e-06,5.00003807246685e-07,4.00003045797348e-07
98600,5.700043402612209e-06,5.00003807246685e-07,5.00003807246685e-07
98700,5.00003807246685e-06,4.00003045797348e-07,4.00003045797348e-07
98800,2.6999041438102722e-06,5.00003807246685e-07,4.00003045797348e-07
98900,3.899913281202316e-06,5.00003807246685e-07,4.00003045797348e-07
99000,3.400025889277458e-06,6.00004568696022e-07,5.00003807246685e-07
99100,2.199900336563587e-06,4.00003045797348e-07,3.00002284348011e-07
99200,2.900022082030773e-06,6.00004568696022e-07,6.00004568696022e-07
99300,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
99400,1.9000144675374031e-06,6.00004568696022e-07,7.00005330145359e-07
99500,1.600012183189392e-06,5.00003807246685e-07,5.00003807246685e-07
99600,1.500011421740055e-06,5.00003807246685e-07,5.00003807246685e-07
99700,2.300017513334751e-06,6.00004568696022e-07,5.00003807246685e-07
99800,4.600035026669502e-06,1.200009137392044e-06,4.00003045797348e-07
99900,3.00002284348011e-06,4.00003045797348e-07,4.00003045797348e-07
