m,n=100000,n=1000000,n=10000000
71840,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
71850,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
71860,3.300025127828121e-06,4.00003045797348e-07,1.9994331523776054e-07
71870,4.800036549568176e-06,3.00002284348011e-07,3.00002284348011e-07
71880,4.500034265220165e-06,4.00003045797348e-07,3.00002284348011e-07
71890,6.300047971308231e-06,5.00003807246685e-07,3.00002284348011e-07
71900,3.900029696524143e-06,2.9994407668709755e-07,3.00002284348011e-07
71910,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
71920,5.799985956400633e-06,3.00002284348011e-07,2.00001522898674e-07
71930,4.099973011761904e-06,4.00003045797348e-07,2.00001522898674e-07
71940,3.100023604929447e-06,3.00002284348011e-07,3.00002284348011e-07
71950,3.500026650726795e-06,2.00001522898674e-07,3.00002284348011e-07
71960,4.599976819008589e-06,2.00001522898674e-07,3.00002284348011e-07
71970,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
71980,3.999972250312567e-06,3.00002284348011e-07,3.00002284348011e-07
71990,3.600027412176132e-06,3.00002284348011e-07,1.9994331523776054e-07
72000,3.900029696524143e-06,2.00001522898674e-07,2.00001522898674e-07
72010,5.799985956400633e-06,3.00002284348011e-07,2.00001522898674e-07
72020,3.7999707274138927e-06,3.00002284348011e-07,3.00002284348011e-07
72030,3.5999692045152187e-06,2.00001522898674e-07,3.00002284348011e-07
72040,3.4999684430658817e-06,2.00001522898674e-07,2.00001522898674e-07
72050,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
72060,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
72070,4.399975296109915e-06,2.00001522898674e-07,1.9994331523776054e-07
72080,3.300025127828121e-06,2.00001522898674e-07,2.00001522898674e-07
72090,5.299982149153948e-06,3.00002284348011e-07,3.00002284348011e-07
72100,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
72110,3.6999699659645557e-06,2.00001522898674e-07,2.00001522898674e-07
72120,5.799985956400633e-06,9.00006853044033e-07,6.00004568696022e-07
72130,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
72140,3.3999676816165447e-06,2.00001522898674e-07,2.00001522898674e-07
72150,4.500034265220165e-06,1.100008375942707e-06,2.00001522898674e-07
72160,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
72170,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
72180,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
72190,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
72200,3.7999707274138927e-06,2.00001522898674e-07,3.00002284348011e-07
72210,3.100023604929447e-06,3.00002284348011e-07,2.00001522898674e-07
72220,4.199973773211241e-06,3.00002284348011e-07,3.00002284348011e-07
72230,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72240,4.299974534660578e-06,3.00002284348011e-07,3.00002284348011e-07
72250,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
72260,4.400033503770828e-06,3.00002284348011e-07,3.00002284348011e-07
72270,3.3999676816165447e-06,4.00003045797348e-07,2.00001522898674e-07
72280,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
72290,2.00001522898674e-06,3.00002284348011e-07,2.00001522898674e-07
72300,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
72310,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
72320,2.6999623514711857e-06,3.00002284348011e-07,3.00002284348011e-07
72330,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
72340,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
72350,3.3999676816165447e-06,2.00001522898674e-07,2.00001522898674e-07
72360,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
72370,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
72380,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
72390,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
72400,3.89997148886323e-06,3.00002284348011e-07,3.00002284348011e-07
72410,3.8000289350748062e-06,3.9994483813643456e-07,2.00001522898674e-07
72420,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
72430,3.999972250312567e-06,3.00002284348011e-07,3.00002284348011e-07
72440,3.89997148886323e-06,3.00002284348011e-07,2.00001522898674e-07
72450,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72460,5.399982910603285e-06,3.00002284348011e-07,3.00002284348011e-07
72470,3.89997148886323e-06,4.00003045797348e-07,2.00001522898674e-07
72480,3.300025127828121e-06,2.00001522898674e-07,3.00002284348011e-07
72490,4.200031980872154e-06,3.00002284348011e-07,3.00002284348011e-07
72500,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
72510,3.0999653972685337e-06,3.00002284348011e-07,2.00001522898674e-07
72520,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
72530,3.5999692045152187e-06,4.00003045797348e-07,2.00001522898674e-07
72540,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72550,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
72560,3.3999676816165447e-06,3.00002284348011e-07,2.9994407668709755e-07
72570,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72580,5.299982149153948e-06,3.00002284348011e-07,3.00002284348011e-07
72590,4.8999791033566e-06,2.00001522898674e-07,3.00002284348011e-07
72600,4.100031219422817e-06,3.00002284348011e-07,3.00002284348011e-07
72610,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
72620,3.200024366378784e-06,4.00003045797348e-07,2.00001522898674e-07
72630,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
72640,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
72650,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
72660,2.600019797682762e-06,2.00001522898674e-07,2.00001522898674e-07
72670,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
72680,4.00003045797348e-06,2.00001522898674e-07,3.00002284348011e-07
72690,2.8999638743698597e-06,3.00002284348011e-07,3.00002284348011e-07
72700,3.700028173625469e-06,4.00003045797348e-07,2.00001522898674e-07
72710,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72720,4.200031980872154e-06,3.00002284348011e-07,3.00002284348011e-07
72730,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
72740,3.7999707274138927e-06,2.00001522898674e-07,3.00002284348011e-07
72750,3.700028173625469e-06,1.9994331523776054e-07,3.00002284348011e-07
72760,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
72770,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
72780,8.600007276982069e-06,3.00002284348011e-07,3.00002284348011e-07
72790,4.900037311017513e-06,2.00001522898674e-07,2.00001522898674e-07
72800,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
72810,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
72820,3.900029696524143e-06,3.00002284348011e-07,2.00001522898674e-07
72830,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
72840,3.300025127828121e-06,2.00001522898674e-07,3.00002284348011e-07
72850,3.3999676816165447e-06,2.00001522898674e-07,3.00002284348011e-07
72860,4.399975296109915e-06,2.00001522898674e-07,3.00002284348011e-07
72870,3.00002284348011e-06,3.00002284348011e-07,2.00001522898674e-07
72880,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
72890,4.300032742321491e-06,3.00002284348011e-07,3.00002284348011e-07
72900,3.200024366378784e-06,2.00001522898674e-07,2.00001522898674e-07
72910,3.200024366378784e-06,2.00001522898674e-07,3.00002284348011e-07
72920,4.900037311017513e-06,3.00002284348011e-07,2.00001522898674e-07
72930,3.3999676816165447e-06,4.00003045797348e-07,2.00001522898674e-07
72940,4.8999791033566e-06,3.00002284348011e-07,3.00002284348011e-07
72950,4.999979864805937e-06,3.00002284348011e-07,3.00002284348011e-07
72960,3.300025127828121e-06,2.00001522898674e-07,3.00002284348011e-07
72970,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
72980,5.89998671784997e-06,3.00002284348011e-07,3.00002284348011e-07
72990,3.600027412176132e-06,2.00001522898674e-07,3.00002284348011e-07
73000,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
73010,2.6999623514711857e-06,3.00002284348011e-07,3.00002284348011e-07
73020,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
73030,3.4999684430658817e-06,3.00002284348011e-07,3.00002284348011e-07
73040,3.900029696524143e-06,3.00002284348011e-07,2.00001522898674e-07
73050,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
73060,4.399975296109915e-06,3.00002284348011e-07,2.00001522898674e-07
73070,3.4999684430658817e-06,3.00002284348011e-07,3.00002284348011e-07
73080,3.300025127828121e-06,2.00001522898674e-07,3.00002284348011e-07
73090,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
73100,3.900029696524143e-06,3.9994483813643456e-07,2.00001522898674e-07
73110,3.4999684430658817e-06,2.00001522898674e-07,3.00002284348011e-07
73120,3.89997148886323e-06,3.00002284348011e-07,2.00001522898674e-07
73130,3.3999676816165447e-06,2.00001522898674e-07,2.00001522898674e-07
73140,3.5999692045152187e-06,3.00002284348011e-07,2.00001522898674e-07
73150,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
73160,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
73170,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
73180,3.3999676816165447e-06,4.00003045797348e-07,2.00001522898674e-07
73190,4.300032742321491e-06,3.00002284348011e-07,2.00001522898674e-07
73200,5.499983672052622e-06,3.00002284348011e-07,2.00001522898674e-07
73210,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
73220,3.100023604929447e-06,3.00002284348011e-07,2.9994407668709755e-07
73230,5.699985194951296e-06,2.00001522898674e-07,3.00002284348011e-07
73240,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
73250,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
73260,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
73270,3.200024366378784e-06,2.00001522898674e-07,3.00002284348011e-07
73280,5.400041118264198e-06,3.00002284348011e-07,2.00001522898674e-07
73290,2.600019797682762e-06,3.00002284348011e-07,3.00002284348011e-07
73300,3.5999692045152187e-06,4.00003045797348e-07,2.00001522898674e-07
73310,4.199973773211241e-06,3.00002284348011e-07,2.00001522898674e-07
73320,3.600027412176132e-06,2.00001522898674e-07,1.9994331523776054e-07
73330,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
73340,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
73350,5.399982910603285e-06,2.00001522898674e-07,2.00001522898674e-07
73360,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
73370,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
73380,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
73390,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
73400,3.300025127828121e-06,2.00001522898674e-07,2.00001522898674e-07
73410,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
73420,3.999972250312567e-06,2.00001522898674e-07,2.00001522898674e-07
73430,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
73440,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
73450,4.300032742321491e-06,4.00003045797348e-07,3.00002284348011e-07
73460,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
73470,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
73480,5.099980626255274e-06,3.00002284348011e-07,2.00001522898674e-07
73490,3.6999699659645557e-06,2.00001522898674e-07,3.00002284348011e-07
73500,3.100023604929447e-06,3.00002284348011e-07,2.00001522898674e-07
73510,4.799978341907263e-06,2.00001522898674e-07,3.00002284348011e-07
73520,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
73530,3.6999699659645557e-06,3.00002284348011e-07,3.00002284348011e-07
73540,5.600042641162872e-06,5.00003807246685e-07,3.9994483813643456e-07
73550,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
73560,3.400025889277458e-06,2.00001522898674e-07,3.00002284348011e-07
73570,3.4999684430658817e-06,2.00001522898674e-07,2.00001522898674e-07
73580,3.999972250312567e-06,3.00002284348011e-07,2.00001522898674e-07
73590,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
73600,4.200031980872154e-06,2.00001522898674e-07,3.00002284348011e-07
73610,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
73620,3.2999669201672077e-06,2.00001522898674e-07,2.00001522898674e-07
73630,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
73640,3.700028173625469e-06,2.00001522898674e-07,2.00001522898674e-07
73650,3.4999684430658817e-06,4.00003045797348e-07,2.00001522898674e-07
73660,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
73670,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
73680,3.700028173625469e-06,4.00003045797348e-07,2.00001522898674e-07
73690,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
73700,3.4999684430658817e-06,4.00003045797348e-07,3.00002284348011e-07
73710,3.7999707274138927e-06,3.00002284348011e-07,3.00002284348011e-07
73720,3.2999669201672077e-06,2.00001522898674e-07,2.00001522898674e-07
73730,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
73740,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
73750,3.7999707274138927e-06,3.00002284348011e-07,3.00002284348011e-07
73760,3.6999699659645557e-06,2.00001522898674e-07,2.00001522898674e-07
73770,4.299974534660578e-06,3.00002284348011e-07,2.00001522898674e-07
73780,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
73790,3.999972250312567e-06,4.00003045797348e-07,2.00001522898674e-07
73800,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
73810,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
73820,4.100031219422817e-06,2.00001522898674e-07,2.00001522898674e-07
73830,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
73840,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
73850,4.799978341907263e-06,3.00002284348011e-07,2.00001522898674e-07
73860,4.299974534660578e-06,4.00003045797348e-07,3.00002284348011e-07
73870,3.6999699659645557e-06,3.00002284348011e-07,2.00001522898674e-07
73880,4.100031219422817e-06,3.00002284348011e-07,3.00002284348011e-07
73890,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
73900,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
73910,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
73920,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
73930,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
73940,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
73950,3.4999684430658817e-06,2.00001522898674e-07,2.00001522898674e-07
73960,4.299974534660578e-06,3.00002284348011e-07,3.00002284348011e-07
73970,3.4999684430658817e-06,2.00001522898674e-07,2.00001522898674e-07
73980,3.3999676816165447e-06,2.00001522898674e-07,2.00001522898674e-07
73990,6.099988240748644e-06,3.00002284348011e-07,2.00001522898674e-07
74000,4.200031980872154e-06,3.00002284348011e-07,2.00001522898674e-07
74010,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
74020,5.699985194951296e-06,3.00002284348011e-07,3.00002284348011e-07
74030,3.7999707274138927e-06,4.00003045797348e-07,3.00002284348011e-07
74040,4.00003045797348e-06,2.9994407668709755e-07,2.00001522898674e-07
74050,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
74060,3.4999684430658817e-06,3.00002284348011e-07,3.00002284348011e-07
74070,4.500034265220165e-06,2.9994407668709755e-07,3.00002284348011e-07
74080,3.5999692045152187e-06,4.00003045797348e-07,3.00002284348011e-07
74090,3.200024366378784e-06,3.00002284348011e-07,2.9994407668709755e-07
74100,5.00003807246685e-06,3.00002284348011e-07,2.00001522898674e-07
74110,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
74120,3.7999707274138927e-06,3.00002284348011e-07,1.9994331523776054e-07
74130,3.00002284348011e-06,2.00001522898674e-07,2.00001522898674e-07
74140,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
74150,3.200024366378784e-06,2.00001522898674e-07,3.00002284348011e-07
74160,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
74170,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
74180,3.999972250312567e-06,2.00001522898674e-07,3.00002284348011e-07
74190,4.500034265220165e-06,2.00001522898674e-07,2.00001522898674e-07
74200,3.3999676816165447e-06,2.00001522898674e-07,2.00001522898674e-07
74210,4.300032742321491e-06,3.00002284348011e-07,3.00002284348011e-07
74220,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
74230,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
74240,5.199981387704611e-06,4.00003045797348e-07,2.00001522898674e-07
74250,3.00002284348011e-06,2.9994407668709755e-07,3.00002284348011e-07
74260,3.6999699659645557e-06,2.00001522898674e-07,3.00002284348011e-07
74270,3.89997148886323e-06,3.00002284348011e-07,2.00001522898674e-07
74280,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
74290,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
74300,2.1999585442245007e-06,3.00002284348011e-07,2.00001522898674e-07
74310,5.799985956400633e-06,4.00003045797348e-07,2.00001522898674e-07
74320,4.400033503770828e-06,3.00002284348011e-07,3.00002284348011e-07
74330,4.500034265220165e-06,3.00002284348011e-07,3.00002284348011e-07
74340,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
74350,3.300025127828121e-06,2.00001522898674e-07,2.00001522898674e-07
74360,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
74370,3.100023604929447e-06,3.00002284348011e-07,2.00001522898674e-07
74380,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
74390,4.099973011761904e-06,2.00001522898674e-07,2.00001522898674e-07
74400,3.0999653972685337e-06,3.00002284348011e-07,3.00002284348011e-07
74410,3.500026650726795e-06,3.00002284348011e-07,2.00001522898674e-07
74420,5.499983672052622e-06,3.00002284348011e-07,3.00002284348011e-07
74430,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
74440,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
74450,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
74460,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
74470,3.600027412176132e-06,2.00001522898674e-07,3.00002284348011e-07
74480,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
74490,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
74500,4.8999791033566e-06,3.00002284348011e-07,2.00001522898674e-07
74510,5.700043402612209e-06,3.00002284348011e-07,3.00002284348011e-07
74520,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
74530,3.100023604929447e-06,3.00002284348011e-07,1.9994331523776054e-07
74540,4.300032742321491e-06,3.00002284348011e-07,2.00001522898674e-07
74550,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
74560,4.400033503770828e-06,3.00002284348011e-07,2.00001522898674e-07
74570,3.4999684430658817e-06,4.00003045797348e-07,3.00002284348011e-07
74580,3.100023604929447e-06,2.00001522898674e-07,2.00001522898674e-07
74590,4.599976819008589e-06,2.00001522898674e-07,2.00001522898674e-07
74600,3.5999692045152187e-06,3.00002284348011e-07,2.00001522898674e-07
74610,3.00002284348011e-06,3.00002284348011e-07,2.00001522898674e-07
74620,4.300032742321491e-06,3.00002284348011e-07,2.00001522898674e-07
74630,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
74640,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
74650,4.700035788118839e-06,3.00002284348011e-07,3.00002284348011e-07
74660,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
74670,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
74680,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
74690,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
74700,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
74710,2.6999623514711857e-06,2.00001522898674e-07,2.00001522898674e-07
74720,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
74730,3.2999669201672077e-06,2.00001522898674e-07,3.00002284348011e-07
74740,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
74750,3.3999676816165447e-06,4.00003045797348e-07,2.00001522898674e-07
74760,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
74770,4.399975296109915e-06,3.00002284348011e-07,3.00002284348011e-07
74780,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
74790,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
74800,4.100031219422817e-06,2.00001522898674e-07,2.00001522898674e-07
74810,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
74820,3.900029696524143e-06,3.00002284348011e-07,2.00001522898674e-07
74830,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
74840,5.099980626255274e-06,3.00002284348011e-07,2.00001522898674e-07
74850,4.999979864805937e-06,3.00002284348011e-07,3.00002284348011e-07
74860,4.499976057559252e-06,4.00003045797348e-07,2.00001522898674e-07
74870,5.299982149153948e-06,3.00002284348011e-07,2.00001522898674e-07
74880,3.300025127828121e-06,3.00002284348011e-07,4.00003045797348e-07
74890,4.099973011761904e-06,3.00002284348011e-07,2.00001522898674e-07
74900,4.700035788118839e-06,3.00002284348011e-07,2.00001522898674e-07
74910,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
74920,5.200039595365524e-06,5.00003807246685e-07,4.00003045797348e-07
74930,5.200039595365524e-06,3.00002284348011e-07,3.00002284348011e-07
74940,4.699977580457926e-06,3.00002284348011e-07,3.00002284348011e-07
74950,3.700028173625469e-06,2.00001522898674e-07,3.00002284348011e-07
74960,5.400041118264198e-06,4.00003045797348e-07,5.00003807246685e-07
74970,4.200031980872154e-06,4.00003045797348e-07,3.00002284348011e-07
74980,4.399975296109915e-06,3.00002284348011e-07,3.00002284348011e-07
74990,4.00003045797348e-06,3.00002284348011e-07,2.00001522898674e-07
75000,5.699985194951296e-06,2.00001522898674e-07,2.00001522898674e-07
75010,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
75020,3.4999684430658817e-06,3.00002284348011e-07,1.9994331523776054e-07
75030,4.499976057559252e-06,2.00001522898674e-07,3.00002284348011e-07
75040,4.399975296109915e-06,2.00001522898674e-07,2.00001522898674e-07
75050,4.100031219422817e-06,3.00002284348011e-07,3.00002284348011e-07
75060,6.499991286545992e-06,5.00003807246685e-07,1.800013706088066e-06
75070,5.699985194951296e-06,4.00003045797348e-07,4.00003045797348e-07
75080,5.399982910603285e-06,5.00003807246685e-07,4.00003045797348e-07
75090,5.999987479299307e-06,3.00002284348011e-07,2.00001522898674e-07
75100,5.699985194951296e-06,4.00003045797348e-07,4.00003045797348e-07
75110,4.8999791033566e-06,4.00003045797348e-07,3.00002284348011e-07
75120,4.400033503770828e-06,3.00002284348011e-07,2.00001522898674e-07
75130,4.400033503770828e-06,3.00002284348011e-07,3.00002284348011e-07
75140,4.800036549568176e-06,4.00003045797348e-07,3.00002284348011e-07
75150,6.100046448409557e-06,5.00003807246685e-07,4.00003045797348e-07
75160,5.099980626255274e-06,6.00004568696022e-07,5.00003807246685e-07
75170,4.800036549568176e-06,4.00003045797348e-07,3.00002284348011e-07
75180,3.500026650726795e-06,4.00003045797348e-07,2.00001522898674e-07
75190,3.900029696524143e-06,3.00002284348011e-07,2.00001522898674e-07
75200,6.199989002197981e-06,2.00001522898674e-07,1.9994331523776054e-07
75210,5.199981387704611e-06,5.00003807246685e-07,4.00003045797348e-07
75220,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
75230,4.8999791033566e-06,3.00002284348011e-07,3.00002284348011e-07
75240,5.700043402612209e-06,3.00002284348011e-07,3.00002284348011e-07
75250,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
75260,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
75270,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
75280,3.4999684430658817e-06,3.00002284348011e-07,3.00002284348011e-07
75290,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
75300,4.399975296109915e-06,3.00002284348011e-07,3.00002284348011e-07
75310,3.7999707274138927e-06,3.9994483813643456e-07,3.00002284348011e-07
75320,4.999979864805937e-06,2.00001522898674e-07,3.00002284348011e-07
75330,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
75340,6.999995093792677e-06,4.00003045797348e-07,3.00002284348011e-07
75350,3.999972250312567e-06,4.00003045797348e-07,3.00002284348011e-07
75360,4.699977580457926e-06,4.00003045797348e-07,3.00002284348011e-07
75370,4.399975296109915e-06,3.00002284348011e-07,3.00002284348011e-07
75380,5.999987479299307e-06,5.00003807246685e-07,4.00003045797348e-07
75390,3.89997148886323e-06,4.00003045797348e-07,3.00002284348011e-07
75400,4.199973773211241e-06,3.00002284348011e-07,3.00002284348011e-07
75410,5.299982149153948e-06,3.00002284348011e-07,2.00001522898674e-07
75420,4.399975296109915e-06,3.00002284348011e-07,2.00001522898674e-07
75430,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
75440,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
75450,3.6999699659645557e-06,4.00003045797348e-07,3.00002284348011e-07
75460,5.100038833916187e-06,3.00002284348011e-07,3.00002284348011e-07
75470,4.499976057559252e-06,3.00002284348011e-07,3.00002284348011e-07
75480,4.699977580457926e-06,3.00002284348011e-07,2.00001522898674e-07
75490,4.099973011761904e-06,3.00002284348011e-07,2.00001522898674e-07
75500,5.300040356814861e-06,5.00003807246685e-07,4.00003045797348e-07
75510,4.800036549568176e-06,3.00002284348011e-07,2.00001522898674e-07
75520,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
75530,4.399975296109915e-06,3.00002284348011e-07,2.9994407668709755e-07
75540,3.89997148886323e-06,3.00002284348011e-07,3.00002284348011e-07
75550,3.100023604929447e-06,4.00003045797348e-07,2.00001522898674e-07
75560,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
75570,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
75580,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
75590,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
75600,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
75610,3.300025127828121e-06,2.00001522898674e-07,2.00001522898674e-07
75620,4.600035026669502e-06,2.00001522898674e-07,3.00002284348011e-07
75630,3.6999699659645557e-06,4.00003045797348e-07,3.00002284348011e-07
75640,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
75650,3.2999669201672077e-06,3.00002284348011e-07,2.00001522898674e-07
75660,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
75670,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
