m,n=100000,n=1000000,n=10000000
7810,2.9999646358191967e-06,3.00002284348011e-07,3.00002284348011e-07
7820,2.800021320581436e-06,3.00002284348011e-07,2.00001522898674e-07
7830,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
7840,1.800013706088066e-06,2.00001522898674e-07,2.00001522898674e-07
7850,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
7860,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
7870,1.700012944638729e-06,2.00001522898674e-07,2.00001522898674e-07
7880,1.0999501682817936e-06,3.00002284348011e-07,2.00001522898674e-07
7890,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
7900,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
7910,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
7920,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
7930,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
7940,1.0999501682817936e-06,2.00001522898674e-07,3.00002284348011e-07
7950,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
7960,1.400010660290718e-06,3.00002284348011e-07,3.00002284348011e-07
7970,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
7980,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
7990,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8000,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
8010,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
8020,1.200009137392044e-06,2.9994407668709755e-07,2.00001522898674e-07
8030,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
8040,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8050,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
8060,2.800021320581436e-06,2.00001522898674e-07,2.00001522898674e-07
8070,1.500011421740055e-06,2.00001522898674e-07,3.00002284348011e-07
8080,1.8999562598764896e-06,2.00001522898674e-07,2.00001522898674e-07
8090,1.9000144675374031e-06,2.00001522898674e-07,3.00002284348011e-07
8100,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
8110,1.00000761449337e-06,3.00002284348011e-07,1.9994331523776054e-07
8120,9.999494068324566e-07,3.00002284348011e-07,2.00001522898674e-07
8130,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
8140,2.00001522898674e-06,2.00001522898674e-07,3.00002284348011e-07
8150,6.89999433234334e-06,4.00003045797348e-07,4.00003045797348e-07
8160,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
8170,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
8180,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8190,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8200,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8210,9.999494068324566e-07,3.00002284348011e-07,2.00001522898674e-07
8220,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
8230,2.600019797682762e-06,3.00002284348011e-07,3.00002284348011e-07
8240,2.1999585442245007e-06,2.00001522898674e-07,2.00001522898674e-07
8250,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
8260,2.500019036233425e-06,2.9994407668709755e-07,3.00002284348011e-07
8270,2.100015990436077e-06,3.00002284348011e-07,2.00001522898674e-07
8280,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
8290,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8300,1.600012183189392e-06,3.00002284348011e-07,2.00001522898674e-07
8310,1.0999501682817936e-06,3.00002284348011e-07,3.00002284348011e-07
8320,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
8330,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8340,1.3999524526298046e-06,3.00002284348011e-07,2.00001522898674e-07
8350,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8360,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
8370,3.999972250312567e-06,3.00002284348011e-07,2.00001522898674e-07
8380,4.300032742321491e-06,3.00002284348011e-07,2.00001522898674e-07
8390,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
8400,2.7999631129205227e-06,5.00003807246685e-07,4.00003045797348e-07
8410,1.8999562598764896e-06,2.00001522898674e-07,2.00001522898674e-07
8420,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
8430,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
8440,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8450,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8460,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
8470,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
8480,2.00001522898674e-06,3.00002284348011e-07,2.00001522898674e-07
8490,1.600012183189392e-06,2.00001522898674e-07,3.00002284348011e-07
8500,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
8510,2.6999623514711857e-06,3.00002284348011e-07,3.00002284348011e-07
8520,1.0999501682817936e-06,3.00002284348011e-07,2.00001522898674e-07
8530,1.600012183189392e-06,2.00001522898674e-07,2.00001522898674e-07
8540,1.800013706088066e-06,3.00002284348011e-07,3.00002284348011e-07
8550,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
8560,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
8570,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
8580,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
8590,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8600,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
8610,2.7999631129205227e-06,3.00002284348011e-07,3.00002284348011e-07
8620,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
8630,2.100015990436077e-06,3.00002284348011e-07,2.00001522898674e-07
8640,2.8999638743698597e-06,3.00002284348011e-07,3.00002284348011e-07
8650,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
8660,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8670,1.00000761449337e-06,2.9994407668709755e-07,3.00002284348011e-07
8680,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
8690,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8700,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8710,3.100023604929447e-06,3.00002284348011e-07,3.00002284348011e-07
8720,2.700020559132099e-06,3.00002284348011e-07,2.00001522898674e-07
8730,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
8740,1.500011421740055e-06,2.00001522898674e-07,2.00001522898674e-07
8750,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8760,2.7999631129205227e-06,2.00001522898674e-07,3.00002284348011e-07
8770,2.600019797682762e-06,2.00001522898674e-07,3.00002284348011e-07
8780,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
8790,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
8800,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
8810,1.800013706088066e-06,3.00002284348011e-07,3.00002284348011e-07
8820,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
8830,2.4999608285725117e-06,3.00002284348011e-07,2.00001522898674e-07
8840,3.300025127828121e-06,4.00003045797348e-07,2.9994407668709755e-07
8850,2.500019036233425e-06,3.00002284348011e-07,3.00002284348011e-07
8860,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
8870,1.100008375942707e-06,1.9994331523776054e-07,2.00001522898674e-07
8880,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
8890,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
8900,1.400010660290718e-06,3.00002284348011e-07,2.00001522898674e-07
8910,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
8920,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
8930,1.9000144675374031e-06,3.00002284348011e-07,3.00002284348011e-07
8940,3.5999692045152187e-06,3.00002284348011e-07,2.00001522898674e-07
8950,2.500019036233425e-06,3.00002284348011e-07,2.00001522898674e-07
8960,9.999494068324566e-07,3.00002284348011e-07,3.00002284348011e-07
8970,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
8980,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
8990,1.200009137392044e-06,3.00002284348011e-07,4.00003045797348e-07
9000,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
9010,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
9020,9.999494068324566e-07,3.00002284348011e-07,2.00001522898674e-07
9030,2.100015990436077e-06,2.00001522898674e-07,2.00001522898674e-07
9040,4.499976057559252e-06,2.00001522898674e-07,3.00002284348011e-07
9050,3.00002284348011e-06,2.00001522898674e-07,3.00002284348011e-07
9060,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
9070,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
9080,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
9090,9.999494068324566e-07,2.00001522898674e-07,3.00002284348011e-07
9100,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
9110,1.600012183189392e-06,3.00002284348011e-07,1.9994331523776054e-07
9120,1.5999539755284786e-06,2.00001522898674e-07,2.00001522898674e-07
9130,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
9140,1.400010660290718e-06,2.00001522898674e-07,3.00002284348011e-07
9150,4.00003045797348e-06,3.00002284348011e-07,3.00002284348011e-07
9160,3.00002284348011e-06,3.00002284348011e-07,3.00002284348011e-07
9170,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
9180,1.0999501682817936e-06,3.00002284348011e-07,3.00002284348011e-07
9190,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
9200,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9210,1.00000761449337e-06,3.00002284348011e-07,2.9994407668709755e-07
9220,2.400018274784088e-06,3.00002284348011e-07,2.00001522898674e-07
9230,3.0999653972685337e-06,4.00003045797348e-07,3.00002284348011e-07
9240,3.100023604929447e-06,3.00002284348011e-07,2.9994407668709755e-07
9250,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
9260,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
9270,1.600012183189392e-06,3.00002284348011e-07,2.00001522898674e-07
9280,2.00001522898674e-06,3.00002284348011e-07,2.00001522898674e-07
9290,1.4999532140791416e-06,3.00002284348011e-07,3.00002284348011e-07
9300,9.999494068324566e-07,3.00002284348011e-07,3.00002284348011e-07
9310,1.0999501682817936e-06,3.00002284348011e-07,2.00001522898674e-07
9320,1.00000761449337e-06,3.00002284348011e-07,1.9994331523776054e-07
9330,1.300009898841381e-06,4.00003045797348e-07,4.00003045797348e-07
9340,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
9350,4.00003045797348e-06,3.00002284348011e-07,3.00002284348011e-07
9360,3.2999669201672077e-06,2.00001522898674e-07,3.00002284348011e-07
9370,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
9380,2.7999631129205227e-06,3.00002284348011e-07,3.00002284348011e-07
9390,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
9400,1.500011421740055e-06,2.00001522898674e-07,2.00001522898674e-07
9410,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
9420,2.500019036233425e-06,4.00003045797348e-07,3.00002284348011e-07
9430,2.8999638743698597e-06,3.00002284348011e-07,3.00002284348011e-07
9440,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
9450,1.800013706088066e-06,3.00002284348011e-07,3.00002284348011e-07
9460,2.9999646358191967e-06,3.00002284348011e-07,2.00001522898674e-07
9470,2.0999577827751637e-06,2.00001522898674e-07,2.00001522898674e-07
9480,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
9490,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
9500,1.00000761449337e-06,2.9994407668709755e-07,3.00002284348011e-07
9510,1.00000761449337e-06,2.00001522898674e-07,1.9994331523776054e-07
9520,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
9530,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
9540,3.400025889277458e-06,3.00002284348011e-07,2.00001522898674e-07
9550,2.700020559132099e-06,3.00002284348011e-07,3.00002284348011e-07
9560,3.999972250312567e-06,2.00001522898674e-07,3.00002284348011e-07
9570,2.700020559132099e-06,3.00002284348011e-07,3.00002284348011e-07
9580,3.00002284348011e-06,3.00002284348011e-07,2.00001522898674e-07
9590,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
9600,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9610,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
9620,9.999494068324566e-07,3.00002284348011e-07,2.00001522898674e-07
9630,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9640,1.9000144675374031e-06,2.00001522898674e-07,3.00002284348011e-07
9650,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
9660,2.600019797682762e-06,3.00002284348011e-07,2.00001522898674e-07
9670,3.2999669201672077e-06,2.00001522898674e-07,3.00002284348011e-07
9680,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
9690,2.100015990436077e-06,3.00002284348011e-07,2.00001522898674e-07
9700,2.4999608285725117e-06,2.00001522898674e-07,2.00001522898674e-07
9710,1.300009898841381e-06,3.00002284348011e-07,2.00001522898674e-07
9720,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9730,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
9740,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
9750,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
9760,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9770,1.600012183189392e-06,3.00002284348011e-07,2.00001522898674e-07
9780,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
9790,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
9800,1.200009137392044e-06,2.00001522898674e-07,3.00002284348011e-07
9810,2.00001522898674e-06,2.9994407668709755e-07,2.00001522898674e-07
9820,3.6999699659645557e-06,3.00002284348011e-07,3.00002284348011e-07
9830,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
9840,9.999494068324566e-07,3.00002284348011e-07,2.00001522898674e-07
9850,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
9860,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
9870,1.5999539755284786e-06,3.00002284348011e-07,3.00002284348011e-07
9880,1.9000144675374031e-06,3.00002284348011e-07,3.00002284348011e-07
9890,1.400010660290718e-06,3.00002284348011e-07,2.00001522898674e-07
9900,1.6999547369778156e-06,3.00002284348011e-07,3.00002284348011e-07
9910,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
9920,1.300009898841381e-06,2.00001522898674e-07,2.00001522898674e-07
9930,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
9940,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
9950,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
9960,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
9970,6.00004568696022e-06,6.00004568696022e-07,6.00004568696022e-07
9980,3.100023604929447e-06,3.00002284348011e-07,2.00001522898674e-07
9990,2.00001522898674e-06,2.00001522898674e-07,3.00002284348011e-07
10000,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
10010,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
10020,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
10030,2.00001522898674e-06,2.9994407668709755e-07,3.00002284348011e-07
10040,1.300009898841381e-06,3.00002284348011e-07,2.00001522898674e-07
10050,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
10060,4.700035788118839e-06,3.00002284348011e-07,2.00001522898674e-07
10070,4.200031980872154e-06,3.00002284348011e-07,3.00002284348011e-07
10080,1.5999539755284786e-06,3.00002284348011e-07,3.00002284348011e-07
10090,2.400018274784088e-06,3.00002284348011e-07,2.00001522898674e-07
10100,1.9000144675374031e-06,2.00001522898674e-07,2.00001522898674e-07
10110,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
10120,1.100008375942707e-06,2.9994407668709755e-07,2.00001522898674e-07
10130,1.200009137392044e-06,2.00001522898674e-07,3.00002284348011e-07
10140,2.2999593056738377e-06,2.00001522898674e-07,3.00002284348011e-07
10150,2.6999623514711857e-06,3.00002284348011e-07,3.00002284348011e-07
10160,3.300025127828121e-06,4.00003045797348e-07,2.00001522898674e-07
10170,2.500019036233425e-06,3.00002284348011e-07,3.00002284348011e-07
10180,2.300017513334751e-06,2.00001522898674e-07,2.00001522898674e-07
10190,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10200,1.0999501682817936e-06,3.00002284348011e-07,3.00002284348011e-07
10210,1.0999501682817936e-06,2.00001522898674e-07,3.00002284348011e-07
10220,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10230,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
10240,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
10250,2.600019797682762e-06,3.00002284348011e-07,2.00001522898674e-07
10260,3.300025127828121e-06,4.00003045797348e-07,3.00002284348011e-07
10270,1.9000144675374031e-06,2.00001522898674e-07,2.00001522898674e-07
10280,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10290,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
10300,4.799978341907263e-06,3.00002284348011e-07,2.00001522898674e-07
10310,6.299989763647318e-06,4.00003045797348e-07,4.00003045797348e-07
10320,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
10330,4.100031219422817e-06,3.00002284348011e-07,3.00002284348011e-07
10340,4.599976819008589e-06,3.00002284348011e-07,3.00002284348011e-07
10350,5.100038833916187e-06,5.00003807246685e-07,4.00003045797348e-07
10360,4.799978341907263e-06,5.00003807246685e-07,3.00002284348011e-07
10370,4.199973773211241e-06,4.00003045797348e-07,4.00003045797348e-07
10380,4.999979864805937e-06,4.00003045797348e-07,4.00003045797348e-07
10390,4.8999791033566e-06,5.00003807246685e-07,4.00003045797348e-07
10400,5.400041118264198e-06,5.00003807246685e-07,4.00003045797348e-07
10410,5.500041879713535e-06,5.00003807246685e-07,4.00003045797348e-07
10420,5.099980626255274e-06,4.00003045797348e-07,4.00003045797348e-07
10430,5.00003807246685e-06,4.00003045797348e-07,4.00003045797348e-07
10440,5.299982149153948e-06,5.00003807246685e-07,4.00003045797348e-07
10450,5.900044925510883e-06,4.00003045797348e-07,4.00003045797348e-07
10460,5.700043402612209e-06,4.00003045797348e-07,4.00003045797348e-07
10470,5.799985956400633e-06,5.00003807246685e-07,3.00002284348011e-07
10480,3.400025889277458e-06,3.00002284348011e-07,2.9994407668709755e-07
10490,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
10500,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
10510,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10520,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10530,2.500019036233425e-06,2.9994407668709755e-07,3.00002284348011e-07
10540,1.200009137392044e-06,2.00001522898674e-07,2.00001522898674e-07
10550,1.00000761449337e-06,1.9994331523776054e-07,3.00002284348011e-07
10560,2.100015990436077e-06,3.00002284348011e-07,2.00001522898674e-07
10570,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
10580,5.600042641162872e-06,2.00001522898674e-07,2.00001522898674e-07
10590,4.800036549568176e-06,3.00002284348011e-07,2.00001522898674e-07
10600,4.199973773211241e-06,3.00002284348011e-07,1.9994331523776054e-07
10610,5.099980626255274e-06,2.00001522898674e-07,3.00002284348011e-07
10620,5.699985194951296e-06,3.00002284348011e-07,2.00001522898674e-07
10630,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
10640,2.2999593056738377e-06,2.00001522898674e-07,3.00002284348011e-07
10650,3.5999692045152187e-06,2.00001522898674e-07,3.00002284348011e-07
10660,1.0999501682817936e-06,3.00002284348011e-07,3.00002284348011e-07
10670,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
10680,1.500011421740055e-06,2.00001522898674e-07,3.00002284348011e-07
10690,1.400010660290718e-06,2.00001522898674e-07,3.00002284348011e-07
10700,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
10710,5.00003807246685e-06,3.00002284348011e-07,3.00002284348011e-07
10720,3.100023604929447e-06,2.00001522898674e-07,2.00001522898674e-07
10730,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
10740,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
10750,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
10760,1.6999547369778156e-06,2.00001522898674e-07,3.00002284348011e-07
10770,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
10780,1.100008375942707e-06,2.9994407668709755e-07,2.00001522898674e-07
10790,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
10800,1.700012944638729e-06,3.00002284348011e-07,2.00001522898674e-07
10810,3.700028173625469e-06,3.00002284348011e-07,2.00001522898674e-07
10820,3.3999676816165447e-06,3.00002284348011e-07,2.00001522898674e-07
10830,1.300009898841381e-06,3.00002284348011e-07,2.00001522898674e-07
10840,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
10850,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
10860,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10870,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
10880,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10890,2.300017513334751e-06,3.00002284348011e-07,2.00001522898674e-07
10900,4.799978341907263e-06,6.00004568696022e-07,6.00004568696022e-07
10910,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
10920,1.2999516911804676e-06,3.00002284348011e-07,3.00002284348011e-07
10930,2.2999593056738377e-06,2.00001522898674e-07,3.00002284348011e-07
10940,1.300009898841381e-06,3.00002284348011e-07,3.00002284348011e-07
10950,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
10960,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
10970,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
10980,3.0999653972685337e-06,3.00002284348011e-07,2.00001522898674e-07
10990,2.700020559132099e-06,3.00002284348011e-07,2.00001522898674e-07
11000,1.200009137392044e-06,2.00001522898674e-07,2.00001522898674e-07
11010,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
11020,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
11030,1.800013706088066e-06,2.00001522898674e-07,2.00001522898674e-07
11040,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
11050,2.200016751885414e-06,2.00001522898674e-07,2.00001522898674e-07
11060,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
11070,1.9000144675374031e-06,3.00002284348011e-07,2.00001522898674e-07
11080,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
11090,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
11100,1.5999539755284786e-06,4.00003045797348e-07,4.00003045797348e-07
11110,2.700020559132099e-06,4.00003045797348e-07,3.00002284348011e-07
11120,1.700012944638729e-06,3.00002284348011e-07,1.9994331523776054e-07
11130,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
11140,2.4999608285725117e-06,3.00002284348011e-07,3.00002284348011e-07
11150,3.0999653972685337e-06,3.00002284348011e-07,3.00002284348011e-07
11160,2.6999623514711857e-06,2.00001522898674e-07,3.00002284348011e-07
11170,2.700020559132099e-06,3.00002284348011e-07,3.00002284348011e-07
11180,1.8999562598764896e-06,3.00002284348011e-07,3.00002284348011e-07
11190,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
11200,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
11210,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
11220,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
11230,1.00000761449337e-06,3.00002284348011e-07,3.00002284348011e-07
11240,9.999494068324566e-07,3.00002284348011e-07,3.00002284348011e-07
11250,4.099973011761904e-06,4.00003045797348e-07,2.00001522898674e-07
11260,1.3999524526298046e-06,3.00002284348011e-07,2.00001522898674e-07
11270,3.8000289350748062e-06,4.00003045797348e-07,4.00003045797348e-07
11280,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
11290,4.900037311017513e-06,3.00002284348011e-07,3.00002284348011e-07
11300,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
11310,3.4999684430658817e-06,2.00001522898674e-07,3.00002284348011e-07
11320,5.300040356814861e-06,4.00003045797348e-07,5.00003807246685e-07
11330,5.500041879713535e-06,3.00002284348011e-07,2.00001522898674e-07
11340,5.699985194951296e-06,3.00002284348011e-07,3.00002284348011e-07
11350,3.00002284348011e-06,4.00003045797348e-07,4.00003045797348e-07
11360,1.4999532140791416e-06,2.00001522898674e-07,3.00002284348011e-07
11370,1.3999524526298046e-06,5.00003807246685e-07,4.00003045797348e-07
11380,3.8000289350748062e-06,3.9994483813643456e-07,3.00002284348011e-07
11390,4.799978341907263e-06,4.00003045797348e-07,4.00003045797348e-07
11400,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
11410,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
11420,2.0999577827751637e-06,3.00002284348011e-07,2.00001522898674e-07
11430,3.999972250312567e-06,3.00002284348011e-07,2.00001522898674e-07
11440,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
11450,1.100008375942707e-06,2.00001522898674e-07,2.00001522898674e-07
11460,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
11470,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
11480,4.400033503770828e-06,1.9994331523776054e-07,3.00002284348011e-07
11490,2.500019036233425e-06,3.00002284348011e-07,2.00001522898674e-07
11500,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
11510,1.00000761449337e-06,2.00001522898674e-07,3.00002284348011e-07
11520,1.200009137392044e-06,3.00002284348011e-07,2.00001522898674e-07
11530,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
11540,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
11550,1.100008375942707e-06,3.00002284348011e-07,1.9994331523776054e-07
11560,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
11570,2.9999646358191967e-06,2.00001522898674e-07,2.00001522898674e-07
11580,3.500026650726795e-06,3.00002284348011e-07,2.00001522898674e-07
11590,1.00000761449337e-06,3.00002284348011e-07,2.00001522898674e-07
11600,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
11610,1.00000761449337e-06,2.00001522898674e-07,2.00001522898674e-07
11620,9.999494068324566e-07,2.00001522898674e-07,3.00002284348011e-07
11630,1.100008375942707e-06,2.9994407668709755e-07,2.00001522898674e-07
11640,3.4999684430658817e-06,2.00001522898674e-07,3.00002284348011e-07
11650,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
